seq,HOTA(0),LocA(0),HOTALocA(0),HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
MOT17-04-FRCNN,0.33208190704984863,0.8018858535102865,0.2662917834699915,0.33208190704984863,0.3314284593931529,0.3305809832004778,0.32801275399200125,0.32715287681251953,0.3262340117430118,0.32498933914141853,0.32242285990334946,0.3143847453530347,0.2915863337012769,0.27968796626990955,0.27544209457946983,0.27018240534080207,0.26378016527524056,0.24294358776148672,0.2251660625574786,0.19468346975411685,0.12557970255889409,0.03021113807825471,0.27034478223503916,0.17917069683334033,0.17872456700857575,0.17813025210084033,0.1770175254486305,0.17647429038957768,0.17585758617797534,0.17497066711364398,0.17344632768361581,0.17036063110443275,0.15971130780047976,0.14819516389918305,0.14125524034352233,0.13794362939063737,0.13380238976163036,0.12633312579083733,0.11740092055711639,0.10159702987801285,0.06454184779513658,0.01405012476944776,0.14363070125508615,0.6154934648294762,0.6146039435666846,0.6135049221842933,0.6078062977591439,0.6064849705327308,0.6051978349698789,0.6036330105947226,0.5993583258671373,0.5801678913134803,0.532351723696154,0.5278536520221042,0.5371011176776124,0.5291910360645918,0.5200204250207363,0.46719010920494386,0.43185143257009273,0.37305867544563553,0.24434165171156824,0.06496119279795164,0.5091669304120494,0.1791744643270181,0.178795971150409,0.17829131358159683,0.177345080640074,0.17688247786866287,0.1763567929011502,0.17559980654793195,0.17429610782850052,0.17164665559223669,0.16239460016401372,0.15219631179426793,0.14595117438021743,0.14294425636604496,0.13915932459995373,0.13226233782618751,0.12389343314338583,0.10875370607902096,0.07149315558172299,0.016338288790293753,0.14651448732435204,0.9998826566533677,0.9977704764139873,0.9949542360948134,0.9896737854963623,0.9870922318704529,0.9841586482046468,0.979934287725886,0.9726590002346867,0.9578737385590237,0.9062426660408355,0.8493311429241962,0.8144801689744191,0.797700070406008,0.7765782680122038,0.738089650316827,0.6913869983571932,0.606899788781976,0.3989673785496362,0.0911757803332551,0.817623735471041,0.6305060451256456,0.6298862065398391,0.6292416533475722,0.625661884390131,0.6248008345402731,0.6235609080053536,0.6220193779153497,0.6184978369050733,0.6055893352899715,0.5631636156566341,0.5491965501122037,0.5569949598823529,0.5522007983807667,0.546859600082686,0.510377815277615,0.4831827372260068,0.43504615341186736,0.3122632330400389,0.09995192441999588,0.537842182607862,0.9474034677841934,0.9458187096025189,0.9439369329133929,0.938833413307944,0.9365271273406275,0.9346539317151132,0.931887084891767,0.9271594955093568,0.9149468085410247,0.8833159944629723,0.883862750549789,0.8953356704945566,0.8870607952628514,0.8750915634867698,0.8403903617984586,0.7982524528986281,0.719524413095397,0.5152180221979681,0.15872743175749857,0.8356813909268856,0.8018858535102865,0.8034122563861071,0.8053342103060168,0.8087002412477539,0.8102348857666297,0.8118227254553569,0.8139154292382265,0.8171831188764079,0.8231424767432025,0.842679626169261,0.8640492532052177,0.8766377429446138,0.8819355738501639,0.8875529803534538,0.89578259049888,0.9038865903659006,0.9144415905050987,0.933613061984285,0.9629207157785056,0.8557437327992299,0.3320853984408254,0.3314946590261697,0.3307304014828588,0.3283160929495236,0.327531012849062,0.3266967236536164,0.32557309453697036,0.32321173152168864,0.31556913382959234,0.2940255861591988,0.28343849245453445,0.27998310464378895,0.2750360324136275,0.2690087194201455,0.24857927518744943,0.2313083582341939,0.20142371642794082,0.13216942052120195,0.03257843962032075,0.2730925996511952,8521.0,8503.0,8479.0,8434.0,8412.0,8387.0,8351.0,8289.0,8163.0,7723.0,7238.0,6941.0,6798.0,6618.0,6290.0,5892.0,5172.0,3400.0,777.0,6967.789473684211,39036.0,39054.0,39078.0,39123.0,39145.0,39170.0,39206.0,39268.0,39394.0,39834.0,40319.0,40616.0,40759.0,40939.0,41267.0,41665.0,42385.0,44157.0,46780.0,40589.21052631579,1.0,19.0,43.0,88.0,110.0,135.0,171.0,233.0,359.0,799.0,1284.0,1581.0,1724.0,1904.0,2232.0,2630.0,3350.0,5122.0,7745.0,1554.2105263157894,0.14748617448535442,0.842829929759241,0.1480328868515676,0.1636141892886431,0.9130485801455057,0.04819277108433735,0.20481927710843373,0.7469879518072289,0.12177092086247354,0.27750138197899393,0.7057142857142857,0.14800313364282922,6558.059683456654,7781,39776,741,26,4,17,62,94.0,1050,0.24187307191640364,0.14260781798683686,0.795822576859892,6782,40775,1740,8522,47557,30,83
COMBINED,0.33208190704984863,0.8018858535102865,0.2662917834699915,0.33208190704984863,0.3314284593931529,0.3305809832004778,0.32801275399200125,0.32715287681251953,0.3262340117430118,0.32498933914141853,0.32242285990334946,0.3143847453530347,0.2915863337012769,0.27968796626990955,0.27544209457946983,0.27018240534080207,0.26378016527524056,0.24294358776148672,0.2251660625574786,0.19468346975411685,0.12557970255889409,0.03021113807825471,0.27034478223503916,0.17917069683334033,0.17872456700857575,0.17813025210084033,0.1770175254486305,0.17647429038957768,0.17585758617797534,0.17497066711364398,0.17344632768361581,0.17036063110443275,0.15971130780047976,0.14819516389918305,0.14125524034352233,0.13794362939063737,0.13380238976163036,0.12633312579083733,0.11740092055711639,0.10159702987801285,0.06454184779513658,0.01405012476944776,0.14363070125508615,0.6154934648294762,0.6146039435666846,0.6135049221842933,0.6078062977591439,0.6064849705327308,0.6051978349698789,0.6036330105947226,0.5993583258671373,0.5801678913134803,0.532351723696154,0.5278536520221042,0.5371011176776124,0.5291910360645918,0.5200204250207363,0.46719010920494386,0.43185143257009273,0.37305867544563553,0.24434165171156824,0.06496119279795164,0.5091669304120494,0.1791744643270181,0.178795971150409,0.17829131358159683,0.177345080640074,0.17688247786866287,0.1763567929011502,0.17559980654793195,0.17429610782850052,0.17164665559223669,0.16239460016401372,0.15219631179426793,0.14595117438021743,0.14294425636604496,0.13915932459995373,0.13226233782618751,0.12389343314338583,0.10875370607902096,0.07149315558172299,0.016338288790293753,0.14651448732435204,0.9998826566533677,0.9977704764139873,0.9949542360948134,0.9896737854963623,0.9870922318704529,0.9841586482046468,0.979934287725886,0.9726590002346867,0.9578737385590237,0.9062426660408355,0.8493311429241962,0.8144801689744191,0.797700070406008,0.7765782680122038,0.738089650316827,0.6913869983571932,0.606899788781976,0.3989673785496362,0.0911757803332551,0.817623735471041,0.6305060451256456,0.6298862065398391,0.6292416533475722,0.625661884390131,0.6248008345402731,0.6235609080053536,0.6220193779153497,0.6184978369050733,0.6055893352899715,0.5631636156566341,0.5491965501122037,0.5569949598823529,0.5522007983807667,0.546859600082686,0.510377815277615,0.4831827372260068,0.43504615341186736,0.3122632330400389,0.09995192441999588,0.537842182607862,0.9474034677841934,0.9458187096025189,0.9439369329133929,0.938833413307944,0.9365271273406275,0.9346539317151132,0.931887084891767,0.9271594955093568,0.9149468085410247,0.8833159944629723,0.883862750549789,0.8953356704945566,0.8870607952628514,0.8750915634867698,0.8403903617984586,0.7982524528986281,0.719524413095397,0.5152180221979681,0.15872743175749857,0.8356813909268856,0.8018858535102865,0.8034122563861071,0.8053342103060168,0.8087002412477539,0.8102348857666297,0.8118227254553569,0.8139154292382265,0.8171831188764079,0.8231424767432025,0.842679626169261,0.8640492532052177,0.8766377429446138,0.8819355738501639,0.8875529803534538,0.89578259049888,0.9038865903659006,0.9144415905050987,0.933613061984285,0.9629207157785056,0.8557437327992299,0.3320853984408254,0.3314946590261697,0.3307304014828588,0.3283160929495236,0.327531012849062,0.3266967236536164,0.32557309453697036,0.32321173152168864,0.31556913382959234,0.2940255861591988,0.28343849245453445,0.27998310464378895,0.2750360324136275,0.2690087194201455,0.24857927518744943,0.2313083582341939,0.20142371642794082,0.13216942052120195,0.03257843962032075,0.2730925996511952,8521.0,8503.0,8479.0,8434.0,8412.0,8387.0,8351.0,8289.0,8163.0,7723.0,7238.0,6941.0,6798.0,6618.0,6290.0,5892.0,5172.0,3400.0,777.0,6967.789473684211,39036.0,39054.0,39078.0,39123.0,39145.0,39170.0,39206.0,39268.0,39394.0,39834.0,40319.0,40616.0,40759.0,40939.0,41267.0,41665.0,42385.0,44157.0,46780.0,40589.21052631579,1.0,19.0,43.0,88.0,110.0,135.0,171.0,233.0,359.0,799.0,1284.0,1581.0,1724.0,1904.0,2232.0,2630.0,3350.0,5122.0,7745.0,1554.2105263157894,0.14748617448535442,0.842829929759241,0.1480328868515676,0.1636141892886431,0.9130485801455057,0.04819277108433735,0.20481927710843373,0.7469879518072289,0.12177092086247354,0.27750138197899393,0.7057142857142857,0.14800313364282922,6558.059683456654,7781,39776,741,26,4,17,62,94.0,1050,0.24187307191640364,0.14260781798683686,0.795822576859892,6782,40775,1740,8522,47557,30,83
